subprograma,nome,conf_hmg,conf_pro_t1,certif_sinc,nm_aluno,certif_co,co_rel_pgto
2207,SP SÃO PAULO - 1ª AV. FLUÊNCIA 2026 (ENTRADA),2026-03-03,2026-03-11,2026-03-27,2026-03-07,2026-03-31,2026-04-10
