nome,tarefas,concluido
2081 - AL ALAGOAS - AV. SOMATIVA 2025 (SAVEAL),conf_pro_t1,False
2081 - AL ALAGOAS - AV. SOMATIVA 2025 (SAVEAL),recuperacao,False
2081 - AL ALAGOAS - AV. SOMATIVA 2025 (SAVEAL),recuperacao_t2,False
2081 - AL ALAGOAS - AV. SOMATIVA 2025 (SAVEAL),nm_aluno,False
2081 - AL ALAGOAS - AV. SOMATIVA 2025 (SAVEAL),categorizacao_tn,False
2081 - AL ALAGOAS - AV. SOMATIVA 2025 (SAVEAL),rel_categroizacao,False
2081 - AL ALAGOAS - AV. SOMATIVA 2025 (SAVEAL),certif_obj,False
2081 - AL ALAGOAS - AV. SOMATIVA 2025 (SAVEAL),certif_ctx,False
2081 - AL ALAGOAS - AV. SOMATIVA 2025 (SAVEAL),certif_nap,False
2081 - AL ALAGOAS - AV. SOMATIVA 2025 (SAVEAL),certif_esc,False
2081 - AL ALAGOAS - AV. SOMATIVA 2025 (SAVEAL),certif_sinc,False
2081 - AL ALAGOAS - AV. SOMATIVA 2025 (SAVEAL),certif_co,False
2081 - AL ALAGOAS - AV. SOMATIVA 2025 (SAVEAL),co_rel_pgto,False
2081 - AL ALAGOAS - AV. SOMATIVA 2025 (SAVEAL),medida_obj,False
2081 - AL ALAGOAS - AV. SOMATIVA 2025 (SAVEAL),medida_ctx,False
2081 - AL ALAGOAS - AV. SOMATIVA 2025 (SAVEAL),medida_esc,False
2081 - AL ALAGOAS - AV. SOMATIVA 2025 (SAVEAL),pareamento,False
2081 - AL ALAGOAS - AV. SOMATIVA 2025 (SAVEAL),rel_tratamento,False
2081 - AL ALAGOAS - AV. SOMATIVA 2025 (SAVEAL),rel_verificacao,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),frop1,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),frop1_ret,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),frop2,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),frop3,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),dv_banco,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),dv_producao,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),imagem,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),conf_hmg,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),conf_pro_t1,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),recuperacao,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),recuperacao_t2,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),nm_aluno,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),categorizacao_tn,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),rel_categroizacao,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),certif_obj,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),certif_ctx,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),certif_nap,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),certif_esc,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),certif_sinc,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),certif_co,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),co_rel_pgto,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),medida_obj,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),medida_ctx,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),medida_esc,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),pareamento,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),rel_tratamento,False
2085 - MT MATO GROSSO - AV. SOMATIVA 2025 EF EM (AVALIA MT),rel_verificacao,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),frop1,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),frop1_ret,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),frop2,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),frop3,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),dv_banco,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),dv_producao,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),imagem,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),conf_hmg,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),conf_pro_t1,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),recuperacao,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),recuperacao_t2,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),nm_aluno,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),categorizacao_tn,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),rel_categroizacao,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),certif_obj,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),certif_ctx,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),certif_nap,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),certif_esc,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),certif_sinc,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),certif_co,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),co_rel_pgto,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),medida_obj,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),medida_ctx,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),medida_esc,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),pareamento,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),rel_tratamento,False
2087 - MG BELO HORIZONTE - 5ª AV. FORMATIVA 2025 (NOVEMBRO),rel_verificacao,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),frop1,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),frop1_ret,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),frop2,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),frop3,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),dv_banco,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),dv_producao,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),imagem,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),conf_hmg,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),conf_pro_t1,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),recuperacao,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),recuperacao_t2,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),nm_aluno,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),categorizacao_tn,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),rel_categroizacao,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),certif_obj,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),certif_ctx,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),certif_nap,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),certif_esc,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),certif_sinc,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),certif_co,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),co_rel_pgto,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),medida_obj,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),medida_ctx,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),medida_esc,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),pareamento,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),rel_tratamento,False
2089 - PE PERNAMBUCO - AV. SOMATIVA 2025 (SAEPE),rel_verificacao,False
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),frop1,False
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),frop1_ret,False
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),frop2,False
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),frop3,False
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),dv_banco,False
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),dv_producao,False
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),imagem,False
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),conf_hmg,False
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),conf_pro_t1,False
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),recuperacao,False
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),recuperacao_t2,False
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),nm_aluno,False
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),categorizacao_tn,False
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),rel_categroizacao,False
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),certif_obj,False
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),certif_ctx,False
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),certif_nap,False
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),certif_esc,False
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),certif_sinc,False
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),certif_co,False
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),co_rel_pgto,True
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),medida_obj,True
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),medida_ctx,False
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),medida_esc,True
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),pareamento,False
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),rel_tratamento,False
2090 - SC JOINVILLE - AV. SOMATIVA 2025 (BÚSSOLA),rel_verificacao,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,frop1,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,frop1_ret,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,frop2,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,frop3,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,dv_banco,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,dv_producao,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,imagem,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,conf_hmg,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,conf_pro_t1,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,recuperacao,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,recuperacao_t2,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,nm_aluno,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,categorizacao_tn,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,rel_categroizacao,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,certif_obj,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,certif_ctx,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,certif_nap,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,certif_esc,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,certif_sinc,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,certif_co,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,co_rel_pgto,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,medida_obj,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,medida_ctx,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,medida_esc,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,pareamento,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,rel_tratamento,False
2093 - BR MUNICÍPIOS - AV. SOMATIVA 2025,rel_verificacao,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,frop1,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,frop1_ret,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,frop2,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,frop3,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,dv_banco,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,dv_producao,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,imagem,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,conf_hmg,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,conf_pro_t1,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,recuperacao,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,recuperacao_t2,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,nm_aluno,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,categorizacao_tn,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,rel_categroizacao,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,certif_obj,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,certif_ctx,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,certif_nap,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,certif_esc,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,certif_sinc,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,certif_co,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,co_rel_pgto,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,medida_obj,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,medida_ctx,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,medida_esc,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,pareamento,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,rel_tratamento,False
2101 - SC FLORIANÓPOLIS - 2ª AV. SOMATIVA 2025,rel_verificacao,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),frop1,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),frop1_ret,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),frop2,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),frop3,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),dv_banco,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),dv_producao,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),imagem,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),conf_hmg,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),conf_pro_t1,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),recuperacao,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),recuperacao_t2,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),nm_aluno,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),categorizacao_tn,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),rel_categroizacao,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),certif_obj,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),certif_ctx,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),certif_nap,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),certif_esc,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),certif_sinc,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),certif_co,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),co_rel_pgto,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),medida_obj,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),medida_ctx,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),medida_esc,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),pareamento,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),rel_tratamento,False
2111 - RJ RIO DE JANEIRO (MUNICÍPIO) - 4ª AV. FORMATIVA 2025 (ADR 4),rel_verificacao,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),frop1,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),frop1_ret,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),frop2,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),frop3,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),dv_banco,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),dv_producao,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),imagem,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),conf_hmg,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),conf_pro_t1,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),recuperacao,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),recuperacao_t2,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),nm_aluno,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),categorizacao_tn,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),rel_categroizacao,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),certif_obj,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),certif_ctx,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),certif_nap,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),certif_esc,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),certif_sinc,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),certif_co,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),co_rel_pgto,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),medida_obj,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),medida_ctx,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),medida_esc,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),pareamento,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),rel_tratamento,False
2112 - BA SALVADOR - AV. SOMATIVA 2025 (PROSA SAÍDA),rel_verificacao,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,frop1,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,frop1_ret,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,frop2,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,frop3,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,dv_banco,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,dv_producao,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,imagem,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,conf_hmg,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,conf_pro_t1,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,recuperacao,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,recuperacao_t2,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,nm_aluno,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,categorizacao_tn,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,rel_categroizacao,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,certif_obj,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,certif_ctx,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,certif_nap,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,certif_esc,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,certif_sinc,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,certif_co,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,co_rel_pgto,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,medida_obj,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,medida_ctx,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,medida_esc,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,pareamento,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,rel_tratamento,False
2116 - RS PORTO ALEGRE - AV. SOMATIVA 2025,rel_verificacao,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),frop1,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),frop1_ret,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),frop2,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),frop3,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),dv_banco,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),dv_producao,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),imagem,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),conf_hmg,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),conf_pro_t1,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),recuperacao,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),recuperacao_t2,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),nm_aluno,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),categorizacao_tn,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),rel_categroizacao,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),certif_obj,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),certif_ctx,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),certif_nap,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),certif_esc,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),certif_sinc,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),certif_co,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),co_rel_pgto,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),medida_obj,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),medida_ctx,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),medida_esc,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),pareamento,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),rel_tratamento,False
2117 - PR PARANÁ - 2ª AV. SOMATIVA 2025 (PARANÁ MAIS),rel_verificacao,False
2120 - MS MATO GROSSO DO SUL - AV. SOMATIVA EF EM 2025 (SAEMS),frop1,False
